0.06.260.211 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.06.260.443 I srv          init: The UI is disabled
0.06.260.444 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.06.269.783 I srv    load_model: loading model '<LOCAL_RUNTIME>\models\Qwen3.5-4B-Q4_K_M.gguf'
0.08.266.918 I cmn          init: llama threadpool init, n_threads = 6
0.08.362.689 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.08.362.845 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.08.369.504 I srv  llama_server: model loaded
0.08.369.519 I srv  llama_server: listening on http://127.0.0.1:18085
8.48.671.218 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
14.07.568.102 I slot print_timing: id  0 | task 19190 | prompt eval time =     800.40 ms /  1683 tokens (    0.48 ms per token,  2102.70 tokens per second)
14.07.568.112 I slot print_timing: id  0 | task 19190 |        eval time =    1314.72 ms /   110 tokens (   12.06 ms per token,    82.91 tokens per second)
14.07.568.114 I slot print_timing: id  0 | task 19190 |       total time =    2115.12 ms /  1793 tokens
14.07.568.115 I slot print_timing: id  0 | task 19190 |    graphs reused =      18741
14.07.568.237 I slot      release: id  0 | task 19190 | stop processing: n_tokens = 1792, truncated = 0
14.07.580.677 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 841311347
14.07.581.305 I slot launch_slot_: id  0 | task 19306 | processing task, is_child = 0
14.10.503.731 I slot print_timing: id  0 | task 19306 | prompt eval time =     875.51 ms /  1864 tokens (    0.47 ms per token,  2129.05 tokens per second)
14.10.503.740 I slot print_timing: id  0 | task 19306 |        eval time =    2046.89 ms /   150 tokens (   13.74 ms per token,    72.79 tokens per second)
14.10.503.741 I slot print_timing: id  0 | task 19306 |       total time =    2922.40 ms /  2014 tokens
14.10.503.742 I slot print_timing: id  0 | task 19306 |    graphs reused =      18893
14.10.503.843 I slot      release: id  0 | task 19306 | stop processing: n_tokens = 2013, truncated = 0
14.10.509.432 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 844246953
14.10.509.746 I slot launch_slot_: id  0 | task 19463 | processing task, is_child = 0
14.12.430.562 I slot print_timing: id  0 | task 19463 | prompt eval time =     422.80 ms /   921 tokens (    0.46 ms per token,  2178.33 tokens per second)
14.12.430.570 I slot print_timing: id  0 | task 19463 |        eval time =    1497.99 ms /   134 tokens (   11.26 ms per token,    88.79 tokens per second)
14.12.430.571 I slot print_timing: id  0 | task 19463 |       total time =    1920.79 ms /  1055 tokens
14.12.430.572 I slot print_timing: id  0 | task 19463 |    graphs reused =      19026
14.12.430.638 I slot      release: id  0 | task 19463 | stop processing: n_tokens = 1054, truncated = 0
14.12.453.517 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 846173748
14.12.453.761 I slot launch_slot_: id  0 | task 19602 | processing task, is_child = 0
14.15.288.155 I slot print_timing: id  0 | task 19602 | prompt eval time =     621.94 ms /  1446 tokens (    0.43 ms per token,  2324.99 tokens per second)
14.15.288.163 I slot print_timing: id  0 | task 19602 |        eval time =    2212.44 ms /   194 tokens (   11.46 ms per token,    87.23 tokens per second)
14.15.288.164 I slot print_timing: id  0 | task 19602 |       total time =    2834.38 ms /  1640 tokens
14.15.288.165 I slot print_timing: id  0 | task 19602 |    graphs reused =      19220
14.15.288.248 I slot      release: id  0 | task 19602 | stop processing: n_tokens = 1639, truncated = 0
14.15.299.685 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 849031358
14.15.300.173 I slot launch_slot_: id  0 | task 19802 | processing task, is_child = 0
14.18.262.167 I slot print_timing: id  0 | task 19802 | prompt eval time =     741.99 ms /  1710 tokens (    0.43 ms per token,  2304.60 tokens per second)
14.18.262.184 I slot print_timing: id  0 | task 19802 |        eval time =    2219.97 ms /   142 tokens (   15.74 ms per token,    63.51 tokens per second)
14.18.262.185 I slot print_timing: id  0 | task 19802 |       total time =    2961.97 ms /  1852 tokens
14.18.262.190 I slot print_timing: id  0 | task 19802 |    graphs reused =      19363
14.18.262.366 I slot      release: id  0 | task 19802 | stop processing: n_tokens = 1851, truncated = 0
14.18.267.993 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 852005476
14.18.268.314 I slot launch_slot_: id  0 | task 19951 | processing task, is_child = 0
14.20.214.034 I slot print_timing: id  0 | task 19951 | prompt eval time =     352.17 ms /   679 tokens (    0.52 ms per token,  1928.05 tokens per second)
14.20.214.042 I slot print_timing: id  0 | task 19951 |        eval time =    1593.53 ms /   141 tokens (   11.38 ms per token,    87.86 tokens per second)
14.20.214.044 I slot print_timing: id  0 | task 19951 |       total time =    1945.70 ms /   820 tokens
14.20.214.045 I slot print_timing: id  0 | task 19951 |    graphs reused =      19502
14.20.214.114 I slot      release: id  0 | task 19951 | stop processing: n_tokens = 819, truncated = 0
14.20.267.104 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 853957224
14.20.267.335 I slot launch_slot_: id  0 | task 20096 | processing task, is_child = 0
14.23.038.550 I slot print_timing: id  0 | task 20096 | prompt eval time =     633.25 ms /  1481 tokens (    0.43 ms per token,  2338.73 tokens per second)
14.23.038.560 I slot print_timing: id  0 | task 20096 |        eval time =    2137.94 ms /   187 tokens (   11.49 ms per token,    87.00 tokens per second)
14.23.038.562 I slot print_timing: id  0 | task 20096 |       total time =    2771.19 ms /  1668 tokens
14.23.038.563 I slot print_timing: id  0 | task 20096 |    graphs reused =      19689
14.23.038.678 I slot      release: id  0 | task 20096 | stop processing: n_tokens = 1667, truncated = 0
14.23.048.071 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 856781788
14.23.048.704 I slot launch_slot_: id  0 | task 20289 | processing task, is_child = 0
14.26.015.960 I slot print_timing: id  0 | task 20289 | prompt eval time =     794.99 ms /  1738 tokens (    0.46 ms per token,  2186.20 tokens per second)
14.26.015.969 I slot print_timing: id  0 | task 20289 |        eval time =    2172.24 ms /   144 tokens (   15.19 ms per token,    65.83 tokens per second)
14.26.015.971 I slot print_timing: id  0 | task 20289 |       total time =    2967.22 ms /  1882 tokens
14.26.015.973 I slot print_timing: id  0 | task 20289 |    graphs reused =      19834
14.26.016.110 I slot      release: id  0 | task 20289 | stop processing: n_tokens = 1881, truncated = 0
14.26.021.625 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 859759220
14.26.021.894 I slot launch_slot_: id  0 | task 20440 | processing task, is_child = 0
14.28.308.338 I slot print_timing: id  0 | task 20440 | prompt eval time =     405.51 ms /   712 tokens (    0.57 ms per token,  1755.80 tokens per second)
14.28.308.350 I slot print_timing: id  0 | task 20440 |        eval time =    1880.90 ms /   167 tokens (   11.33 ms per token,    88.26 tokens per second)
14.28.308.352 I slot print_timing: id  0 | task 20440 |       total time =    2286.42 ms /   879 tokens
14.28.308.353 I slot print_timing: id  0 | task 20440 |    graphs reused =      19999
14.28.308.435 I slot      release: id  0 | task 20440 | stop processing: n_tokens = 878, truncated = 0
14.28.339.014 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 862051545
14.28.339.337 I slot launch_slot_: id  0 | task 20611 | processing task, is_child = 0
14.31.959.136 I slot print_timing: id  0 | task 20611 | n_gen =    248, tg =  82.33 t/s, tg_3s =  82.66 t/s
14.33.575.714 I slot print_timing: id  0 | task 20611 | prompt eval time =     619.68 ms /  1421 tokens (    0.44 ms per token,  2293.12 tokens per second)
14.33.575.724 I slot print_timing: id  0 | task 20611 |        eval time =    4616.67 ms /   389 tokens (   11.90 ms per token,    84.04 tokens per second)
14.33.575.726 I slot print_timing: id  0 | task 20611 |       total time =    5236.35 ms /  1810 tokens
14.33.575.727 I slot print_timing: id  0 | task 20611 |    graphs reused =      20387
14.33.575.853 I slot      release: id  0 | task 20611 | stop processing: n_tokens = 1809, truncated = 0
14.33.609.017 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 867318963
14.33.609.572 I slot launch_slot_: id  0 | task 21006 | processing task, is_child = 0
14.36.555.102 I slot print_timing: id  0 | task 21006 | prompt eval time =     837.25 ms /  1880 tokens (    0.45 ms per token,  2245.43 tokens per second)
14.36.555.110 I slot print_timing: id  0 | task 21006 |        eval time =    2108.25 ms /   142 tokens (   14.95 ms per token,    66.88 tokens per second)
14.36.555.112 I slot print_timing: id  0 | task 21006 |       total time =    2945.51 ms /  2022 tokens
14.36.555.113 I slot print_timing: id  0 | task 21006 |    graphs reused =      20532
14.36.555.284 I slot      release: id  0 | task 21006 | stop processing: n_tokens = 2021, truncated = 0
14.36.571.941 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 870298394
14.36.572.213 I slot launch_slot_: id  0 | task 21155 | processing task, is_child = 0
14.38.364.840 I slot print_timing: id  0 | task 21155 | prompt eval time =     323.47 ms /   650 tokens (    0.50 ms per token,  2009.45 tokens per second)
14.38.364.847 I slot print_timing: id  0 | task 21155 |        eval time =    1469.13 ms /   127 tokens (   11.66 ms per token,    85.76 tokens per second)
14.38.364.849 I slot print_timing: id  0 | task 21155 |       total time =    1792.60 ms /   777 tokens
14.38.364.850 I slot print_timing: id  0 | task 21155 |    graphs reused =      20657
14.38.364.922 I slot      release: id  0 | task 21155 | stop processing: n_tokens = 776, truncated = 0
14.38.399.878 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 872108032
14.38.400.120 I slot launch_slot_: id  0 | task 21286 | processing task, is_child = 0
14.41.860.983 I slot print_timing: id  0 | task 21286 | prompt eval time =     652.82 ms /  1515 tokens (    0.43 ms per token,  2320.69 tokens per second)
14.41.860.992 I slot print_timing: id  0 | task 21286 |        eval time =    2808.02 ms /   248 tokens (   11.37 ms per token,    87.96 tokens per second)
14.41.860.993 I slot print_timing: id  0 | task 21286 |       total time =    3460.84 ms /  1763 tokens
14.41.860.995 I slot print_timing: id  0 | task 21286 |    graphs reused =      20905
14.41.861.110 I slot      release: id  0 | task 21286 | stop processing: n_tokens = 1762, truncated = 0
14.41.882.361 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 875604220
14.41.882.872 I slot launch_slot_: id  0 | task 21540 | processing task, is_child = 0
14.44.737.874 I slot print_timing: id  0 | task 21540 | prompt eval time =     856.40 ms /  1833 tokens (    0.47 ms per token,  2140.36 tokens per second)
14.44.737.882 I slot print_timing: id  0 | task 21540 |        eval time =    1998.59 ms /   148 tokens (   13.60 ms per token,    73.55 tokens per second)
14.44.737.884 I slot print_timing: id  0 | task 21540 |       total time =    2854.98 ms /  1981 tokens
14.44.737.884 I slot print_timing: id  0 | task 21540 |    graphs reused =      21055
14.44.738.016 I slot      release: id  0 | task 21540 | stop processing: n_tokens = 1980, truncated = 0
14.44.742.795 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 878481126
14.44.742.962 I slot launch_slot_: id  0 | task 21695 | processing task, is_child = 0
14.47.441.450 I slot print_timing: id  0 | task 21695 | prompt eval time =     356.13 ms /   747 tokens (    0.48 ms per token,  2097.54 tokens per second)
14.47.441.462 I slot print_timing: id  0 | task 21695 |        eval time =    2342.33 ms /   214 tokens (   11.00 ms per token,    90.93 tokens per second)
14.47.441.463 I slot print_timing: id  0 | task 21695 |       total time =    2698.47 ms /   961 tokens
14.47.441.465 I slot print_timing: id  0 | task 21695 |    graphs reused =      21267
14.47.441.557 I slot      release: id  0 | task 21695 | stop processing: n_tokens = 960, truncated = 0
14.47.454.217 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 881184666
14.47.454.453 I slot launch_slot_: id  0 | task 21913 | processing task, is_child = 0
14.50.251.173 I slot print_timing: id  0 | task 21913 | prompt eval time =     625.10 ms /  1464 tokens (    0.43 ms per token,  2342.01 tokens per second)
14.50.251.183 I slot print_timing: id  0 | task 21913 |        eval time =    2171.59 ms /   182 tokens (   12.00 ms per token,    83.35 tokens per second)
14.50.251.184 I slot print_timing: id  0 | task 21913 |       total time =    2796.69 ms /  1646 tokens
14.50.251.186 I slot print_timing: id  0 | task 21913 |    graphs reused =      21449
14.50.251.314 I slot      release: id  0 | task 21913 | stop processing: n_tokens = 1645, truncated = 0
14.50.281.235 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 883994424
14.50.281.785 I slot launch_slot_: id  0 | task 22101 | processing task, is_child = 0
14.53.227.880 I slot print_timing: id  0 | task 22101 | prompt eval time =     815.73 ms /  1716 tokens (    0.48 ms per token,  2103.63 tokens per second)
14.53.227.888 I slot print_timing: id  0 | task 22101 |        eval time =    2130.34 ms /   144 tokens (   14.90 ms per token,    67.13 tokens per second)
14.53.227.890 I slot print_timing: id  0 | task 22101 |       total time =    2946.07 ms /  1860 tokens
14.53.227.891 I slot print_timing: id  0 | task 22101 |    graphs reused =      21594
14.53.228.030 I slot      release: id  0 | task 22101 | stop processing: n_tokens = 1859, truncated = 0
14.53.243.846 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 886971141
14.53.244.081 I slot launch_slot_: id  0 | task 22252 | processing task, is_child = 0
14.56.301.113 I slot print_timing: id  0 | task 22252 | prompt eval time =     694.38 ms /  1620 tokens (    0.43 ms per token,  2333.03 tokens per second)
14.56.301.122 I slot print_timing: id  0 | task 22252 |        eval time =    2362.63 ms /   212 tokens (   11.20 ms per token,    89.31 tokens per second)
14.56.301.124 I slot print_timing: id  0 | task 22252 |       total time =    3057.01 ms /  1832 tokens
14.56.301.125 I slot print_timing: id  0 | task 22252 |    graphs reused =      21807
14.56.301.250 I slot      release: id  0 | task 22252 | stop processing: n_tokens = 1831, truncated = 0
14.56.309.324 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 890044360
14.56.309.795 I slot launch_slot_: id  0 | task 22470 | processing task, is_child = 0
14.59.112.917 I slot print_timing: id  0 | task 22470 | prompt eval time =     822.46 ms /  1902 tokens (    0.43 ms per token,  2312.58 tokens per second)
14.59.112.929 I slot print_timing: id  0 | task 22470 |        eval time =    1980.64 ms /   149 tokens (   13.38 ms per token,    74.72 tokens per second)
14.59.112.931 I slot print_timing: id  0 | task 22470 |       total time =    2803.10 ms /  2051 tokens
14.59.112.932 I slot print_timing: id  0 | task 22470 |    graphs reused =      21957
14.59.113.078 I slot      release: id  0 | task 22470 | stop processing: n_tokens = 2050, truncated = 0
14.59.231.538 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 892856188
14.59.231.764 I slot launch_slot_: id  0 | task 22626 | processing task, is_child = 0
15.02.994.338 I slot print_timing: id  0 | task 22626 | n_gen =    259, tg =  85.87 t/s, tg_3s =  86.20 t/s
15.03.430.775 I slot print_timing: id  0 | task 22626 | prompt eval time =     758.07 ms /  1683 tokens (    0.45 ms per token,  2220.12 tokens per second)
